,MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnit1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemapproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Target
3948,1,8,4,-1,1,1,1,23,27,4,8,1,0,0,1,0,0,21,0,0,7,0,0,0,0,0,7,0,0,0,0,12.7,3.7,-1.7,0
3949,2,12,1,14,1,1,1,22,14,10,5,0,0,0,1,0,1,43,0,0,6,8,5,11,0,0,6,9,5,13,0,12.4,0.5,1.79,1
3950,1,14,1,9,1,1,1,1,14,10,11,0,0,0,1,0,1,18,0,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,1
3951,1,-1,1,6,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,6,7,6,13.5,0,0,6,6,3,15.33333,0,8.9,1.4,3.51,0
3952,1,-1,1,9,1,-1,1,-1,-1,-1,8,0,0,0,1,0,0,26,0,0,5,5,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,0
3953,1,1,-1,12,1,1,1,1,14,10,5,1,0,0,1,0,1,19,0,0,8,8,7,14.21429,0,0,8,8,7,14.21429,0,12.7,3.7,-1.7,1
3954,1,1,1,6,1,1,1,22,-1,-1,-1,0,0,0,1,0,0,18,0,0,5,5,5,13,0,0,5,5,5,12.4,0,7.6,2.6,0.32,1
3955,1,1,1,15,1,1,1,3,-1,3,-1,1,0,0,1,0,0,22,0,0,6,13,2,12,0,0,6,14,1,10,0,9.4,-0.8,-3.12,0
3956,1,12,1,12,1,12,1,1,14,5,11,1,0,0,1,0,0,27,0,0,7,0,0,0,0,0,8,0,0,0,0,11.1,0.6,2.02,0
3957,1,1,3,9,1,1,1,23,14,10,11,1,0,0,1,0,0,18,0,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,1
3958,1,8,1,6,1,1,1,22,28,8,10,0,0,0,1,0,0,19,0,0,5,11,4,13.6,2,0,5,9,4,12.2,0,9.4,-0.8,-3.12,1
3959,1,8,4,12,1,1,1,13,14,4,11,1,0,0,1,0,0,18,0,0,7,7,7,13.97143,0,0,8,8,8,15.75,0,13.9,-0.3,0.79,1
3960,1,1,1,6,1,1,1,23,27,5,5,0,0,0,1,0,1,19,0,0,6,8,6,15,0,0,6,9,6,14.85714,0,11.1,0.6,2.02,1
3961,1,12,1,6,1,1,1,22,27,10,10,0,0,0,0,0,0,32,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,0
3962,1,-1,1,12,1,1,1,22,1,10,5,1,0,0,1,0,0,23,0,20,26,27,26,15.07778,0,14,17,17,17,15.02353,0,15.5,2.8,-4.06,1
3963,1,8,3,12,1,1,1,22,27,5,4,1,0,0,1,0,0,20,0,0,7,7,6,13.38333,0,0,7,7,6,13.38333,0,7.6,2.6,0.32,1
3964,1,1,1,2,1,1,1,13,28,6,6,1,0,1,1,0,0,20,0,6,12,12,12,13.25,0,4,11,16,10,13.09091,0,8.9,1.4,3.51,1
3965,1,8,1,10,1,1,1,13,14,5,6,1,0,1,0,0,0,19,0,0,6,10,5,11.71429,0,0,6,13,2,10.66667,0,16.2,0.3,-0.92,0
3966,1,1,3,12,1,1,1,13,14,6,6,1,0,0,1,0,1,18,0,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,1
3967,1,15,1,4,1,14,1,13,14,10,5,0,0,0,1,0,0,21,0,0,6,12,3,10.66667,2,0,6,12,4,12,0,15.5,2.8,-4.06,0
3969,1,15,1,6,1,14,1,3,14,3,5,1,0,0,1,0,0,22,0,1,6,9,6,13,0,1,6,18,3,12.66667,0,12.4,0.5,1.79,1
3970,1,15,1,17,0,14,1,22,27,10,10,0,0,0,1,0,0,26,0,0,5,5,5,12,0,0,5,7,5,11.4,0,12.7,3.7,-1.7,1
3971,1,1,1,5,1,1,1,22,27,4,4,1,0,0,1,0,0,20,0,0,6,6,6,12.16667,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,1
3972,1,1,1,12,1,1,1,13,28,6,4,1,0,0,1,0,0,19,0,0,7,10,6,11.85,0,0,8,10,7,13.65,0,16.2,0.3,-0.92,1
3973,1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,31,0,0,5,8,4,11,0,0,5,6,5,11.2,0,7.6,2.6,0.32,1
3974,1,14,3,12,1,1,1,1,14,10,8,1,0,1,1,0,1,20,0,0,7,9,7,12.32778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,1
3975,1,14,1,6,1,1,1,13,28,8,8,1,0,0,1,0,0,20,0,0,5,9,4,12,0,0,5,10,5,13.42857,1,10.8,1.4,1.74,1
3976,1,8,4,12,1,1,1,22,27,6,6,1,0,0,1,0,0,21,0,0,7,7,7,14.42857,0,0,8,9,8,14.51111,0,16.2,0.3,-0.92,1
3977,1,1,4,12,1,1,1,13,14,10,8,1,0,0,1,0,0,18,0,0,7,7,7,13.78,0,0,8,8,8,12.6125,0,12.4,0.5,1.79,1
3978,1,8,2,12,1,1,1,22,1,10,5,1,0,0,1,0,1,19,0,0,7,7,6,13.8,0,0,7,7,6,13.8,0,7.6,2.6,0.32,1
3979,1,1,1,16,1,1,1,13,14,4,8,1,0,0,1,0,1,18,0,0,7,7,7,14.85714,0,0,7,7,7,15.14286,0,13.9,-0.3,0.79,1
3981,1,8,-1,10,1,1,1,1,28,5,8,0,0,0,1,0,1,18,0,0,6,7,6,12.14286,0,0,6,6,6,13.33333,0,13.9,-0.3,0.79,1
3982,1,1,2,6,1,1,1,-1,-1,3,3,1,0,0,1,0,0,18,0,0,6,7,6,15.66667,0,0,6,6,6,14.83333,0,8.9,1.4,3.51,1
3983,1,8,1,12,1,1,1,1,14,5,4,1,0,0,1,0,0,19,0,0,7,13,5,12.5,0,0,8,14,7,12.16667,0,15.5,2.8,-4.06,1
3984,1,8,1,10,1,1,1,23,28,10,8,0,0,0,1,0,1,19,0,0,6,7,6,12.83333,0,0,6,6,6,13.16667,0,12.4,0.5,1.79,1
3985,1,12,1,4,1,1,1,23,28,10,7,0,0,1,0,0,0,28,0,0,6,6,0,0,0,0,6,7,0,0,0,8.9,1.4,3.51,0
3986,1,8,1,5,1,1,1,22,28,10,9,1,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,6,6,12.66667,0,7.6,2.6,0.32,1
3987,1,1,2,15,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,6,14,4,11.25,0,0,6,9,5,13,0,9.4,-0.8,-3.12,1
3988,1,1,2,12,1,1,1,1,1,5,4,1,0,0,1,0,0,18,0,0,7,7,6,15.25,0,0,7,7,6,15.25,0,7.6,2.6,0.32,1
3989,1,1,1,6,1,1,1,13,27,10,10,1,0,0,1,0,1,20,0,0,5,13,5,14,2,0,5,10,3,12,1,9.4,-0.8,-3.12,1
3990,1,14,1,10,1,1,1,23,14,10,5,0,0,1,1,0,0,28,0,15,16,16,13,12.07692,0,13,13,13,11,12.09091,0,16.2,0.3,-0.92,1
3991,1,-1,1,16,1,1,-1,-1,1,-1,-1,0,0,0,1,0,0,23,1,11,16,17,16,14.625,0,6,10,12,9,14.88889,0,8.9,1.4,3.51,1
3992,1,1,1,16,1,1,1,13,27,6,6,1,0,0,1,0,0,19,0,0,7,10,4,10.5,0,0,7,7,2,10.5,0,16.2,0.3,-0.92,0
3993,1,8,1,10,1,1,1,23,14,-1,-1,1,0,0,1,0,1,18,0,0,6,8,6,12.83333,0,0,6,6,6,12.16667,0,8.9,1.4,3.51,1
3994,1,1,3,15,1,1,-1,22,27,10,10,0,0,1,0,0,1,20,1,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,1
3995,1,1,1,2,1,1,1,3,1,3,5,1,0,0,1,0,0,20,0,5,12,13,12,11.23077,0,3,11,18,9,12.77778,0,11.1,0.6,2.02,1
3996,2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,27,0,0,5,5,2,10.5,0,0,5,5,0,0,0,7.6,2.6,0.32,0
3997,1,1,1,16,1,1,1,1,1,10,10,1,0,0,1,0,0,18,0,0,6,11,3,12,0,0,6,13,2,12,0,12.7,3.7,-1.7,0
3998,-1,12,2,-1,1,12,1,13,14,5,7,0,0,0,1,0,1,37,0,0,7,10,7,10.98571,0,0,8,11,8,12.3,0,10.8,1.4,1.74,1
3999,-1,-1,1,12,1,-1,1,13,14,5,7,0,0,0,0,0,0,42,0,2,7,10,5,12.62,0,3,7,11,3,14.16667,0,12.4,0.5,1.79,0
4000,1,8,-1,12,1,1,1,1,28,5,9,1,0,0,1,0,0,20,0,0,7,9,6,13,0,0,8,8,8,14.2125,0,13.9,-0.3,0.79,0
4001,2,12,1,7,1,1,1,-1,-1,10,10,0,0,0,0,1,0,34,0,0,5,5,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,0
4002,1,-1,1,7,1,1,1,3,3,4,3,1,0,0,1,1,0,22,0,0,5,0,0,0,0,0,5,0,0,0,0,10.8,1.4,1.74,0
4003,2,12,2,11,1,12,1,13,14,10,6,0,0,0,1,1,0,39,0,0,6,6,6,13.5,0,0,6,6,6,13.33333,0,12.4,0.5,1.79,1
4004,1,1,1,12,1,1,1,22,27,10,10,1,0,0,1,1,1,18,0,0,7,7,6,13.51667,0,0,7,7,6,13.51667,0,7.6,2.6,0.32,1
4005,1,1,2,5,1,1,1,22,27,10,10,1,0,0,1,1,1,21,0,0,6,6,6,13.16667,0,0,6,8,6,13.28571,0,8.9,1.4,3.51,1
4006,2,12,1,6,1,1,1,22,27,-1,11,0,0,0,1,1,0,34,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,0
4007,1,15,1,4,1,14,1,22,27,10,10,0,0,0,1,1,1,22,0,0,6,8,6,13.125,0,0,6,10,6,13,0,16.2,0.3,-0.92,1
4008,1,12,1,4,1,1,1,1,27,5,8,0,0,0,1,1,0,31,0,0,6,15,3,14.4,0,0,6,20,0,0,0,16.2,0.3,-0.92,0
4009,1,-1,3,16,1,1,1,23,27,6,10,1,0,0,0,1,0,19,0,0,6,10,4,12,0,0,6,12,0,0,0,10.8,1.4,1.74,0
4010,1,8,5,11,1,1,1,23,1,6,10,0,0,0,1,1,0,19,0,0,5,5,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,0
4011,1,12,1,-1,1,12,1,22,27,10,11,0,0,0,1,1,0,31,0,0,7,7,0,0,0,0,7,7,0,0,0,15.5,2.8,-4.06,0
4013,2,12,2,14,1,1,-1,22,14,10,10,0,0,0,1,0,0,30,1,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,0
4014,1,-1,1,12,1,1,1,22,28,4,4,1,0,0,1,0,1,20,0,2,7,7,7,16.13143,0,0,8,9,8,15.52222,0,11.1,0.6,2.02,1
4015,1,8,1,12,1,1,1,13,28,8,8,1,0,0,1,0,1,18,0,0,7,7,7,14.83857,0,0,8,9,8,14.8,0,12.4,0.5,1.79,1
4016,-1,12,1,17,0,1,1,22,27,6,6,0,0,0,1,0,0,31,0,0,5,7,3,10.33333,0,0,5,6,3,12,0,10.8,1.4,1.74,0
4017,1,8,1,11,1,1,1,13,1,10,5,1,0,0,1,0,0,19,0,0,6,11,3,12,0,0,6,11,4,11.25,0,7.6,2.6,0.32,0
4018,-1,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,1,43,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,0
4019,1,8,2,11,1,1,1,23,28,10,9,1,0,0,1,0,1,20,0,0,6,6,6,13.16667,0,0,6,6,6,14,0,13.9,-0.3,0.79,1
4020,1,1,2,12,1,1,1,1,1,6,10,1,0,0,1,0,1,19,0,0,8,8,8,13.9475,0,0,8,8,8,13.9475,0,9.4,-0.8,-3.12,1
4021,1,1,1,14,1,1,1,3,1,-1,8,0,0,0,1,0,0,22,0,0,5,6,3,11.33333,0,0,5,5,0,0,0,9.4,-0.8,-3.12,0
4022,1,1,1,3,0,1,1,3,1,-1,8,0,0,0,1,0,0,26,0,2,8,11,7,12.75,0,2,7,7,7,12.28571,0,16.2,0.3,-0.92,1
4023,1,-1,1,9,1,1,1,13,14,6,9,1,0,0,1,0,1,19,0,0,5,6,5,12.6,0,0,5,8,5,11.25,0,10.8,1.4,1.74,1
4024,1,-1,1,12,1,-1,1,13,3,5,3,1,0,0,1,0,0,29,0,0,8,8,6,12.25,1,0,8,8,6,12.25,1,12.7,3.7,-1.7,0
4027,1,12,1,4,1,1,1,22,27,10,6,0,0,0,1,0,0,41,0,8,12,17,12,11.83333,0,3,12,22,9,12.7,0,15.5,2.8,-4.06,1
4028,1,1,-1,12,1,1,1,13,28,5,10,1,0,0,1,0,0,19,0,0,8,10,6,13.06667,0,0,8,10,6,13.06667,0,12.7,3.7,-1.7,0
4029,1,1,1,5,1,1,1,1,28,5,6,0,0,1,1,0,0,19,0,0,6,6,6,13.83333,0,0,6,8,6,13.875,0,10.8,1.4,1.74,1
4030,-1,-1,1,12,1,-1,1,3,14,3,4,0,0,0,1,0,0,43,0,0,7,7,3,13.83333,1,0,7,7,0,0,0,16.2,0.3,-0.92,0
4031,1,8,1,-1,1,1,1,23,27,10,8,1,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,5,5,13.2,0,10.8,1.4,1.74,1
4033,1,1,-1,12,1,1,1,-1,14,4,10,1,0,0,1,1,0,18,0,0,8,8,8,13.74625,0,0,8,8,8,13.74625,0,9.4,-0.8,-3.12,1
4034,1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,0
4035,2,12,1,3,0,12,1,-1,-1,-1,-1,0,0,0,1,1,0,38,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,0
4036,2,-1,1,-1,1,-1,1,13,14,5,9,1,0,0,1,1,0,37,0,0,6,9,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,0
4037,1,12,1,14,1,1,1,1,14,5,11,1,0,0,1,0,1,26,0,0,6,6,6,13.33333,0,0,6,10,5,14.5,0,10.8,1.4,1.74,1
4039,1,1,3,6,1,1,1,1,14,10,10,1,0,0,1,0,1,18,0,0,6,7,6,15.66667,0,0,6,8,6,15.28571,0,8.9,1.4,3.51,1
4040,1,1,1,16,1,1,1,3,14,3,4,0,0,0,1,0,0,18,0,0,7,9,7,11.85714,0,0,7,7,7,11.85714,0,16.2,0.3,-0.92,1
4041,1,1,1,6,1,1,1,3,1,3,5,0,0,0,1,0,0,18,0,0,5,12,5,14.5,2,0,5,5,5,13.6,0,9.4,-0.8,-3.12,1
4042,1,8,1,10,1,1,1,23,1,10,5,0,0,0,1,0,0,19,0,0,6,6,6,12.16667,0,0,6,7,6,13.71429,0,15.5,2.8,-4.06,1
4043,1,1,1,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,6,5,12.6,0,0,6,8,6,12,0,11.1,0.6,2.02,1
4045,1,8,1,10,1,1,1,23,28,-1,-1,0,0,1,1,0,1,19,0,0,6,6,6,12.66667,0,0,6,7,6,13,0,8.9,1.4,3.51,1
4046,1,1,1,12,1,1,1,13,28,8,9,0,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,0
4047,1,1,1,11,1,1,1,13,1,10,9,1,0,0,1,0,1,18,0,0,6,7,6,12.85714,0,0,6,10,4,13,0,12.7,3.7,-1.7,1
4048,2,1,1,12,1,1,1,1,1,10,11,0,0,0,1,0,0,18,0,0,8,8,7,13.9,0,0,8,8,7,13.9,0,12.7,3.7,-1.7,1
4049,1,1,1,12,1,1,1,23,27,10,8,1,0,0,1,0,1,20,0,0,8,8,7,13.81714,0,0,8,8,7,13.81714,0,10.8,1.4,1.74,1
4050,1,-1,1,-1,1,-1,1,1,14,5,6,0,0,0,1,0,1,22,0,1,7,10,6,13.31429,0,2,8,10,7,12.875,0,8.9,1.4,3.51,1
4051,1,1,1,-1,1,1,1,-1,1,-1,-1,0,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,0
4052,1,8,4,11,1,1,1,23,14,8,8,1,0,0,1,0,1,19,0,0,6,6,6,12.16667,0,0,6,6,6,12.16667,0,12.4,0.5,1.79,1
4053,1,1,1,11,1,1,1,22,27,10,10,1,0,0,0,0,1,20,0,0,6,12,4,11.25,0,0,6,12,3,11.33333,0,7.6,2.6,0.32,0
4055,1,1,2,15,1,1,1,22,27,6,6,1,1,0,1,0,1,20,0,0,6,6,6,14.66667,0,0,6,7,6,14.57143,0,8.9,1.4,3.51,1
4056,1,12,1,6,1,1,1,3,14,3,10,0,0,0,1,0,0,28,0,0,6,15,4,12,0,0,6,14,4,12,0,11.1,0.6,2.02,0
4057,1,1,2,6,1,1,1,1,1,-1,-1,0,0,0,1,0,0,19,0,0,6,8,6,14,0,0,6,18,3,12.66667,0,12.4,0.5,1.79,1
4059,1,1,1,6,1,1,1,1,3,10,-1,1,0,0,1,0,0,19,0,1,6,14,6,15.53846,0,0,6,9,6,12.625,0,15.5,2.8,-4.06,1
4060,1,1,3,15,1,1,1,13,14,6,6,1,0,0,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,0
4061,1,-1,1,-1,1,1,1,-1,-1,3,3,1,0,0,1,0,0,18,0,0,6,6,6,15,0,0,6,6,6,14.83333,0,8.9,1.4,3.51,1
4062,1,14,1,-1,1,1,1,-1,1,3,4,1,0,0,1,0,0,22,0,0,5,11,4,12.25,0,0,5,9,5,13.28571,0,12.7,3.7,-1.7,1
4063,1,-1,1,6,1,-1,1,1,14,5,8,0,0,0,1,0,0,20,0,7,11,13,11,15.69231,0,4,9,9,9,15.55556,0,8.9,1.4,3.51,1
4064,1,12,1,17,0,1,1,1,27,10,8,0,0,0,1,0,1,24,0,0,5,7,5,12.28571,0,0,5,9,5,12.75,1,16.2,0.3,-0.92,1
4067,1,1,1,-1,1,1,1,13,28,10,10,1,0,0,1,0,1,20,0,0,7,10,7,11.88889,0,0,8,10,8,11.95625,0,12.7,3.7,-1.7,1
4068,2,-1,1,3,0,-1,1,23,1,10,10,0,0,0,0,0,0,35,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,0
4069,1,1,1,14,1,1,1,1,1,6,8,0,0,0,1,0,1,18,0,0,5,6,5,11.8,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,1
4070,1,8,2,10,1,1,1,-1,3,4,4,1,0,0,1,0,0,19,0,0,6,7,6,11.16667,0,0,6,9,6,11.66667,0,9.4,-0.8,-3.12,1
4071,1,-1,1,12,1,1,1,3,3,4,4,0,0,0,1,0,0,18,0,0,7,7,7,14.05714,0,0,8,9,8,14.6,0,16.2,0.3,-0.92,1
4072,1,1,2,11,1,1,1,1,28,5,10,1,0,0,1,0,0,18,0,0,6,10,4,11.75,0,0,6,13,4,10,0,7.6,2.6,0.32,0
4074,1,8,1,10,1,1,1,13,14,6,8,0,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14,0,15.5,2.8,-4.06,1
4075,1,-1,1,12,1,1,1,23,27,5,10,1,0,0,1,0,1,20,0,0,7,10,7,12.625,0,0,8,8,8,13.0625,0,15.5,2.8,-4.06,1
4076,1,8,3,6,1,1,1,13,28,6,8,0,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,0
4077,1,1,3,12,1,1,1,13,28,10,8,1,0,0,1,0,1,18,0,0,8,8,7,13.97143,0,0,8,8,7,13.97143,0,12.7,3.7,-1.7,1
4078,1,1,5,5,1,1,1,-1,1,6,8,1,0,0,1,0,0,18,0,0,6,7,2,11,0,0,6,0,0,0,0,9.4,-0.8,-3.12,0
4079,2,12,1,17,0,1,1,23,14,5,9,0,0,0,1,0,0,33,0,0,5,5,5,12.8,0,0,5,6,5,15.33333,0,10.8,1.4,1.74,1
4081,1,1,1,2,1,1,1,22,27,8,10,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,0
4084,1,-1,1,17,0,-1,1,3,14,3,4,0,0,0,1,0,0,28,0,0,5,7,5,13.71429,0,0,5,7,5,13.14286,0,16.2,0.3,-0.92,1
4085,2,12,1,9,1,1,1,1,14,10,10,0,0,0,0,0,0,29,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,0
4086,1,15,1,-1,1,14,1,1,27,4,4,1,0,1,0,0,0,36,0,2,6,9,6,12,0,1,6,8,3,14.66667,0,12.4,0.5,1.79,0
4087,1,12,1,3,0,12,1,22,27,10,8,0,0,0,1,0,1,32,0,0,6,7,6,12.66667,0,0,6,7,6,13.33333,0,12.7,3.7,-1.7,1
4090,2,14,1,3,0,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,34,0,3,7,13,3,12,0,2,7,15,1,13,1,9.4,-0.8,-3.12,0
4091,2,12,1,3,0,1,1,-1,-1,-1,-1,0,0,0,1,0,0,33,0,0,6,10,5,11.4,0,1,6,7,6,11.16667,0,7.6,2.6,0.32,1
4092,1,14,1,17,0,1,1,22,28,10,9,0,0,1,0,0,0,29,0,0,5,15,2,13.25,0,0,5,12,3,12.6,3,16.2,0.3,-0.92,0
4093,1,1,1,12,1,1,1,1,1,5,11,0,0,0,1,0,0,18,0,0,7,7,6,13.86167,0,0,8,16,0,0,1,12.4,0.5,1.79,0
4094,1,1,1,15,1,1,1,22,28,8,8,0,0,0,1,0,1,18,0,0,6,6,6,12.16667,0,0,6,7,6,12.14286,0,15.5,2.8,-4.06,1
4095,2,-1,1,10,1,-1,1,22,14,5,6,0,0,0,1,0,0,38,0,0,6,17,4,13.75,0,0,6,15,6,14.5,0,16.2,0.3,-0.92,1
4096,1,1,4,12,1,1,1,23,27,10,9,1,0,0,1,0,1,19,0,0,7,7,6,15.43333,0,0,7,7,6,15.43333,0,7.6,2.6,0.32,1
4097,-1,12,1,3,0,12,1,22,27,10,10,0,0,0,1,0,1,39,0,0,6,6,6,13.83333,0,0,6,6,6,15.5,0,11.1,0.6,2.02,1
4098,1,14,1,17,0,-1,1,22,27,10,10,0,0,0,1,0,0,37,0,7,14,21,12,11.83333,0,11,12,15,11,11.36364,0,12.7,3.7,-1.7,1
4099,1,8,2,-1,1,1,1,22,27,6,6,1,0,0,1,0,0,32,0,0,7,7,0,0,0,0,8,8,0,0,0,16.2,0.3,-0.92,0
4100,1,-1,1,10,1,1,1,23,-1,5,-1,0,0,0,1,0,0,18,0,0,1,1,0,0,1,0,6,0,0,0,0,10.8,1.4,1.74,0
4102,1,1,5,5,1,1,1,22,27,10,10,1,0,0,1,0,0,20,0,0,6,6,6,11.16667,0,0,6,6,6,12.16667,0,7.6,2.6,0.32,1
4103,1,8,1,6,1,1,1,22,27,10,10,1,0,0,1,0,1,23,0,0,6,6,6,14.66667,0,0,6,8,6,12.42857,0,8.9,1.4,3.51,1
4105,1,1,1,10,1,1,1,22,28,10,11,0,0,0,1,0,0,18,0,0,6,9,6,13.71429,0,0,6,6,6,14.16667,0,13.9,-0.3,0.79,1
4106,1,1,1,9,1,1,1,23,14,10,10,1,0,0,1,1,0,19,0,0,5,5,5,12.8,0,0,5,10,5,11.44444,0,10.8,1.4,1.74,1
4107,1,8,4,15,1,1,1,1,28,6,8,1,0,0,1,0,0,20,0,0,6,9,4,13.25,0,0,6,11,5,11.8,0,12.4,0.5,1.79,1
4108,1,1,-1,12,1,1,1,22,14,10,8,1,0,0,1,0,0,19,0,0,8,10,6,13.78,1,0,8,10,6,13.78,1,9.4,-0.8,-3.12,0
4109,1,8,3,12,1,1,1,22,28,5,6,1,0,0,1,0,0,19,0,0,8,8,7,15.11,0,0,8,8,7,15.11,0,10.8,1.4,1.74,1
4110,1,1,2,10,1,1,1,1,14,5,6,0,0,0,1,0,0,18,0,0,6,10,4,11,0,0,6,8,5,11.2,0,10.8,1.4,1.74,1
4111,1,1,1,12,1,1,1,23,14,10,6,1,0,0,1,0,1,20,0,0,8,8,7,15.79857,0,0,8,8,7,15.79857,0,10.8,1.4,1.74,1
4112,1,1,3,12,1,1,1,13,27,10,10,1,0,0,1,0,0,20,0,0,7,7,7,13.77571,0,0,8,8,8,15.6,0,12.4,0.5,1.79,1
4113,-1,12,1,12,1,1,1,23,27,8,8,1,0,0,1,0,0,24,0,0,8,11,7,12.16,0,0,8,11,7,12.16,0,10.8,1.4,1.74,1
4114,-1,12,2,-1,1,1,1,23,27,8,8,1,0,0,1,0,0,24,0,0,7,0,0,0,0,0,7,0,0,0,0,10.8,1.4,1.74,0
4115,1,8,2,15,1,1,1,-1,1,3,8,1,0,0,1,0,0,20,0,0,6,6,6,14.33333,0,0,6,6,6,15.5,0,12.4,0.5,1.79,1
4118,1,1,1,12,1,1,1,1,27,10,10,0,0,0,1,0,0,18,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,1
4119,1,1,1,6,1,1,1,-1,1,5,4,1,0,0,1,0,0,21,0,0,5,6,5,12.2,0,0,5,5,5,13.2,0,10.8,1.4,1.74,1
4120,1,8,1,16,1,1,1,1,28,5,11,1,0,0,1,0,0,18,0,0,6,10,4,13,0,0,6,9,5,13.66667,0,9.4,-0.8,-3.12,1
4121,1,8,5,12,1,1,1,13,1,6,4,1,0,0,1,0,1,19,0,0,8,8,7,12.48571,0,0,8,8,7,12.48571,0,12.7,3.7,-1.7,1
4122,1,-1,1,6,1,-1,1,1,1,5,5,1,0,0,1,0,0,22,0,0,6,7,6,17,0,0,6,7,6,16.28571,0,11.1,0.6,2.02,1
4123,1,8,3,10,1,1,1,13,14,8,8,1,0,0,1,0,0,19,0,0,6,7,5,10.8,0,0,6,9,6,10.16667,0,8.9,1.4,3.51,1
4124,1,1,3,12,1,1,-1,22,27,10,10,1,0,0,1,0,0,18,1,0,7,7,6,14.71667,0,0,7,7,6,14.71667,0,7.6,2.6,0.32,1
4128,1,1,1,3,0,1,1,23,28,6,3,0,0,0,1,0,0,34,0,0,6,7,6,12.33333,0,0,6,6,6,11.66667,0,10.8,1.4,1.74,1
4129,1,8,5,6,1,1,1,23,28,10,10,1,0,0,1,0,0,19,0,0,12,22,6,15.30769,0,0,10,13,6,13.875,0,15.5,2.8,-4.06,1
4130,1,1,1,12,1,1,1,22,27,8,10,1,0,0,1,0,1,18,0,0,7,7,6,12.66667,0,0,7,7,6,12.66667,0,7.6,2.6,0.32,1
4131,1,1,5,12,1,1,1,22,27,10,6,1,0,0,1,0,1,19,0,0,7,10,7,14.368,0,0,8,8,8,14.44875,0,15.5,2.8,-4.06,1
4132,1,12,1,12,1,1,1,13,1,-1,-1,0,0,0,1,0,0,25,0,0,8,8,7,12.08429,0,0,8,8,7,12.08429,0,10.8,1.4,1.74,1
4135,1,1,1,10,1,1,1,-1,28,5,8,0,0,0,1,0,1,18,0,0,6,12,4,11,0,0,6,9,6,11.5,0,9.4,-0.8,-3.12,1
4136,1,1,1,3,0,1,1,23,28,10,8,1,0,0,1,0,0,28,0,0,6,8,5,12.8,0,0,6,8,5,11,0,9.4,-0.8,-3.12,1
